quality;label_mid;label_high;text_full
1;covid;prawo medyczne;czy klient może zostać powołany do pracy przy zwalczaniu epidemii czy przepisy określają co klient powinien zrobić z prowadzoną praktyką stomatologiczną
1;covid;prawo medyczne;czy klient może zostać skierowany do pracy przy zwalczaniu epidemii przez wojewodę
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient może zostać skierowany do pracy przy zwalczaniu epidemii w szpitalu w którym odbywa szkolenie specjalizacyjne
1;prawo administracyjne materialne;prawo administracyjne;czy klient może zwrócić zakupiony bilet
1;prawo administracyjne materialne;prawo administracyjne;czy klient może żądać od banku odszkodowania za działania oszustów
1;ustawa kodeks pracy;prawo pracy;czy klient może żądać od pracodawcy odszkodowania
1;rzeczowe;prawo cywilne;czy klient może żądać od zarządu wspólnoty mieszkaniowej obniżenia ponoszonych przez niego kosztów utrzymania nieruchomości wspólnej
1;prawo administracyjne materialne;prawo administracyjne;czy klient może żądać usunięcia swojego adresu ze strony aresztu śledczego
1;prawo cywilne procesowe;prawo cywilne;czy klient może żądać zaległego wynagrodzenia za korzystanie z lokalu
1;ustawa kodeks pracy;prawo pracy;czy klient może żądać zmniejszenia wymiaru czasu pracy
1;rzeczowe;prawo cywilne;czy klient może żądać zwrotu nakładów poniesionych na mieszkanie czy wykonany remont powinien mieć wpływ na cenę mieszkania
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy klient może żądać zwrotu opłaty uiszczonej na poczet wydania nowej karty miejskiej
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient mógł zostać skierowany do pracy w transporcie medycznym
1;prawo cywilne procesowe;prawo cywilne;czy klient musi być reprezentowany w procesie od początku do końca czy wobec cofnięcia pełnomocnictwa klient może otrzymać zwrot kosztów zastępstwa procesowego
-1;prawo karne procesowe;prawo karne;czy klient musi osobiście jechać do szpitala i odebrać pismo
1;prawo administracyjne materialne;prawo administracyjne;czy klient musi podawać swoje dane osobowe w raporcie odsyłanym do głównego inspektoratu transportu drogowego w którym zgadza się na przyjęcie mandatu
-1;covid;prawo medyczne;czy klient musi uwzględnić w przychodzie pożyczę otrzymaną z urzędu pracy w ramach wsparcia przedsiębiorców w okresie epidemii covid czy klient musi od tej kwoty zapłacić podatek
1;ustawa kodeks pracy;prawo pracy;czy klient musi wykonać badania okresowe w dniu  września  r
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient musi wystąpić o zgodę na przeprowadzenie amputacji nogi do sądu
-1;prawo administracyjne materialne;prawo administracyjne;czy klient po podpisaniu nowej umowy o pracę będzie musiał przejść badania wstępne i okresowe
1;prawo konstytucyjne;prawo konstytucyjne;czy klient po powrocie będzie musiał odbyć kwarantannę czy przepisy wprowadzające obowiązek kwarantanny po powrocie do polski są zgodne z konstytucją
1;covid;prawo medyczne;czy klient po powrocie z dominikany będzie objęty obowiązkiem odbycia kwarantanny czy klient istnieje możliwość uniknięcia obowiązku kwarantanny
1;rzeczowe;prawo cywilne;czy klient po sprzedaży mieszkania znajdującego się w dużej wspólnocie mieszkaniowej będzie miał możliwość dalszego pełnienia funkcji jednoosobowego zarządu tej wspólnoty
1;ustawa kodeks pracy;prawo pracy;czy klient podczas izolacji może wykonywać pracę zdalną na rzecz podmiotu w którym jest zatrudniony
1;ustawa kodeks pracy;prawo pracy;czy klient podczas kwarantanny może wykonywać pracę zdalną na rzecz przychodni w której jest zatrudniony
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klient posiadający prawo do wykonywania zawodu może otworzyć aptekę w ramach spółki z osobą która nie posiada prawa do wykonywania zawodu technik farmacji
1;ustawa kodeks pracy;prawo pracy;czy klient powinien był dostarczyć wymagane dokumenty do zakładu pracy czy zakład pracy postąpił w przedmiotowej sprawie zgodnie z prawem
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient powinien na żądanie pacjenta przypisać mu lek jeżeli zdaniem klienta lek tendawka tego leku zagraża życiu i zdrowiu pacjenta
-1;covid;prawo medyczne;czy klient powinien podać wysokość miesięcznego dochodu czy przychodu
1;ustawa kodeks pracy;prawo pracy;czy klient powinien podejmować dalsze kroki w celu uchylenia kary nagany i udać się do sądu pracy
1;covid;prawo medyczne;czy klient powinien podpisać przesłane oświadczenie z datą wsteczną czy jeżeli klient zrezygnuje z pracy w danym podmiocie leczniczym utraci prawo do wypłaty dodatku za przepracowane miesiące w trakcie których spełniał przesłanki warunkujące przysługiwaniu dodatku covidowego
1;inne â praw medyczne;prawo medyczne;czy klient powinien podpisywać wydruk opisu badania diagnostycznego odręcznie
-1;covid;prawo medyczne;czy klient powinien ponosić koszty odstąpienia od umowy o imprezę turystyczną
1;prawo administracyjne materialne;prawo administracyjne;czy klient powinien udostępnić dane na żądanie przedstawiciela banku
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klient powinien udostępnić dokumentację medyczną oraz nr polisy
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient powinien udzielać specjaliście od bhp zatrudnionemu przez pracodawcę pacjenta informacji o stanie zdrowia swojego pacjenta
1;prawo cywilne procesowe;prawo cywilne;czy klient powinien udzielić odpowiedzi na otrzymane w wezwaniu od sądu pytania
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klient powinien uzupełnić dokumentację pacjenta o brakujące wpisy dotyczące leczenia
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient powinien w swych artykułach wykładach i prezentacjach ujawniać konflikt interesów
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klient powinien wydać zaświadczenie o stanie zdrowia pełnoletniego pacjenta matce pacjenta w celu umożliwienia złożenia wniosku o ubezwłasnowolnienie pacjenta
1;prawo karne materialne;prawo karne;czy klient powinien wypuścić pacjenta z izby wytrzeźwień gdy ten mówi zabije się jak stąd wyjdę oraz czy ponosiłby ewentualną odpowiedzialność
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klient powinien wysyłać dokumentację medyczną pacjenta czy klient powinien podawać numer polisy czy klient może pobrać opłatę za udostępnienie dokumentacji medycznej
1;prawo cywilne procesowe;prawo cywilne;czy klient powinien zapłacić za źle wykonane dzieło czy klient może się starać o zadośćuczynienie odszkodowanie lub ewentualne obniżenie ceny jakie konsekwencje grożą klientowi w przypadku braku zapłaty jakie są potencjalne koszty postępowania gdyby sprawa została skierowana na drogę sądową
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient powinien zarejestrować podmiot leczniczy aby móc zatrudniać innych fizjoterapeutów
1;prawo karne procesowe;prawo karne;czy klient powinien zgłosić podrobienie zaświadczenia przez pacjenta
1;prawo karne materialne;prawo karne;czy klient powinien zwrócić klientce koszty leczenia co może zrobić klient w związku z tym iż czuje się nękany
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klient pracując jako lekarz rezydent na podstawie umowy o pracę za h dyżur w sobotę powinien otrzymać wolny poniedziałek
1;inne â praw medyczne;prawo medyczne;czy klient prowadzący indywidualną praktykę lekarską może w dalszym ciągu korzystać ze starych druków recept
1;podatki poĺrednie;prawo podatkowe;czy klient prowadzący indywidualną praktykę lekarską na emeryturze jest zobligowany do posiadania kasy fiskalnej online czy córka klienta jest zobligowana do posiadania kasy fiskalnej online
1;ustawa kodeks pracy;prawo pracy;czy klient skutecznie wypowiedział umowę o pracę czy klient musi składać inne dokumenty w celu rozwiązania umowy o pracę
1;ustawa kodeks pracy;prawo pracy;czy klient słusznie wystąpił do pracodawcy z żądaniem wyrównania wynagrodzenia za czas uprzednio przepracowany
1;ustawa kodeks pracy;prawo pracy;czy klient wypowiadając umowę o pracę musi podać przyczynę wypowiedzenia oraz odebrać urlop wypoczynkowy
1;ustawa kodeks pracy;prawo pracy;czy klient zatrudniony na podstawie umowy o pracę może odmówić wykonania polecenia polegającego na kwalifikowaniu do szczepień
1;podatki poĺrednie;prawo podatkowe;czy klient zobowiązany będzie do posiadania kasy fiskalnej
1;ustawa kodeks pracy;prawo pracy;czy klient zobowiązany jest do podpisania porozumienia o rozwiązaniu umowy o pracę z dniem  grudnia  r
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klient zobowiązany jest do udostępnienia dokumentacji medycznej mężowi zmarłej pacjentki
1;ustawa kodeks pracy;prawo pracy;czy klient zobowiązany jest do ujawnienia pracodawcy informacji o swoich miejscach pracy
1;covid;prawo medyczne;czy klient zobowiązany jest obowiązek udać się na kwarantannę
1;inne â praw medyczne;prawo medyczne;czy klient zobowiązany jest podjąć jakiekolwiek czynności w związku z otrzymanym pismem
1;ustawa kodeks pracy;prawo pracy;czy klient zobowiązany jest stosować się do polecenia pracodawcy
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klienta będzie obowiązywać tajemnica lekarska podczas składania na piśmie zeznań przed sądem cywilnym
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klienta może brać udział w dyżurach po h dziennie czy klientka może odmówić pracy w trakcie dyżurów nocnych czy klientce ze względu na brak dyżurów nocnych będzie przysługiwała średnia dyżurowa
-1;covid;prawo medyczne;czy klientce będzie przysługiwać tzw świadczenie postojowe
-1;covid;prawo medyczne;czy klientce dodatek się należy
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientce grozi odpowiedzialność za zniszczenie dokumentacji medycznej pacjentów jakie kroki prawne powinna podjąć klientka
1;prawo karne wykroczeniowe;prawo karne;czy klientce mogą grozić jakieś konsekwencję prawne z powodu prowadzenia indywidualnej praktyki lekarskiej niewpisanej do rejestru podmiotów wykonujących działalność leczniczą
1;covid;prawo medyczne;czy klientce mogą grozić konsekwencje w związku z tym że do dnia  kwietnia  r nie przebywała na kwarantannie czy klientka może w czasie kwarantanny podjąć pracę zdalną
-1;covid;prawo medyczne;czy klientce może przysługiwać świadczenie postojowe za miesiąc w którym przez kilka dni pobierała zasiłek chorobowy czy zmniejszony obrót jest podstawą do ubiegania się o świadczenie postojowe
1;covid;prawo medyczne;czy klientce należy się dodatek covidowy
1;ustawa kodeks pracy;prawo pracy;czy klientce należy się odprawa czy klientce należy się ekwiwalent za niewykorzystany urlop
1;ustawa kodeks pracy;prawo pracy;czy klientce pracującej w równoważnym systemie czasu pracy przysługuje dodatek za pracę w weekendy
-1;covid;prawo medyczne;czy klientce przysługuje  dodatek do wynagrodzenia
1;covid;prawo medyczne;czy klientce przysługuje dodatek covidowy
1;covid;prawo medyczne;czy klientce przysługuje dodatek covidowy jeżeli tak to w jakiej wysokości
1;ustawa kodeks pracy;prawo pracy;czy klientce przysługuje możliwość skorzystania zwolnienia od pracy w związku z opieką nad dzieckiem
1;ustawa kodeks pracy;prawo pracy;czy klientce przysługuje ochrona przez zwolnieniem zgodnie ze stanem faktycznym
1;covid;prawo medyczne;czy klientce przysługuje prawo do otrzymywania dodatku covidowego za okres w którym przebywa na zwolnieniu lekarskim
-1;inne â praw medyczne;prawo medyczne;czy klientce przysługuje prawo do wyższego stanowiska po przepracowaniu  lat czy klientka powinna złożyć odwołanie w określonym terminie
1;covid;prawo medyczne;czy klientce przysługuje roszczenie o wypłatę dodatku covidowego
-1;covid;prawo medyczne;czy klientce przysługuje roszczenie o wypłatę dodatku covidowego
-1;ustawa kodeks pracy;prawo pracy;czy klientce przysługuje roszczenie o wypłatę dodatku covidowego
-1;covid;prawo medyczne;czy klientce przysługuje roszczenie o wypłatę dodatku covidowego
-1;covid;prawo medyczne;czy klientce przysługuje roszczenie o wypłatę dodatku covidowego
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientce przysługuje urlop szkoleniowy skoro zakończyła studia w  r czy klientka musi wykorzystać urlop do końca roku i w jakim wymiarze czy klientka może uczestniczyć w szkoleniu w sobotę a urlop szkoleniowy wykorzystać w poniedziałek
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka bez pisemnej zgody pacjentki może wydać dokumentację medyczną obecnemu lekarzowi prowadzącemu czy klientka może udostępnić dokumentację medyczną drogą mailową
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka będąc farmaceutą klinicznym w jednym szpitalu zatrudniona na pełny etat może być jednocześnie zatrudniona na pełny etat w innym szpitalu jako kierownik działu farmacji również na pełny etat
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka będąc właścicielem przychodni może być jednocześnie kierownikiem punktu aptecznego posiadając wykształcenie technika farmaceutycznego
1;rzeczowe;prawo cywilne;czy klientka będąc współwłaścicielem nieruchomości może podpisać z innymi współwłaścicielami innymi członkami rodziny nową umowę najmu i płacić z tego tytułu czynsz
1;ustawa kodeks pracy;prawo pracy;czy klientka będąc zatrudniona na podstawie umowy rezydenckiej może nie zgodzić się na podpisanie aneksu do umowy przewidującego odebranie dodatku do wynagrodzenia jakie konsekwencję mogą spotkać klientkę jeżeli nie podpisze aneksu
1;ustawa kodeks pracy;prawo pracy;czy klientka będąc zatrudniona na podstawie umowy rezydenckiej może nie zgodzić się na podpisanie aneksu do umowy przewidującego zmniejszenie wynagrodzenia za godziny dyżurowe jakie konsekwencję mogą spotkać klientkę jeżeli nie podpisze aneksu
-1;covid;prawo medyczne;czy klientka będzie mogła być zwolniona z obowiązku opłacania składek ubezpieczenia społecznego za czerwiec czy klientka może skorzystać z dotacji z polskiego funduszu rozwoju
1;podatki poĺrednie;prawo podatkowe;czy klientka będzie mogła być zwolniona z vat
1;inne â praw medyczne;prawo medyczne;czy klientka będzie mogła skorzystać ze zwolnienia z vat jeżeli będzie świadczyć usługi na rzecz podmiotu leczniczego jako farmaceuta
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka będzie mogła udzielać świadczeń zdrowotnych po  czerwca zarówno jeśli chodzi o nowych pacjentów jak i kontynuacji
1;prawo cywilne procesowe;prawo cywilne;czy klientka będzie mogła wstąpić do postępowania na zasadach strony
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka będzie musiała zawrzeć nową umowę o pracę czy klienta musi zawrzeć umowę ubezpieczenia odpowiedzialności cywilnej kto będzie pełnił rolę kierownika specjalizacji i czy będzie ponosił odpowiedzialność za błędy klientki czy specjalizacja klientki ulegnie przedłużeniu w związku z delegowaniem
1;prawo cywilne procesowe;prawo cywilne;czy klientka będzie zobowiązana ponieść koszty prac ślusarza i przechowywania rzeczy dłużnika
1;ustawa o izbach lekarskich;prawo medyczne;czy klientka będzie zwolniona z tajemnicy lekarskiej w jakiej formie klientka powinna wystosować wyjaśnienia
1;podatki poĺrednie;prawo podatkowe;czy klientka biorąc pod uwagę opisany stan faktyczny jest zobowiązania do posiadania kasy fiskalnej
1;prawo administracyjne materialne;prawo administracyjne;czy klientka chcąc aby recepcjonistka przygotowała dokumentację medyczną pacjenta następnego dnia rano ma możliwość wysłania wiadomości sms zawierającej imię i nazwisko pacjenta na telefon znajdujący się w recepcji czy przepisy wymagają aby w trakcie kontroli uodo podmiot posiadał dokumenty potwierdzające okresową zmianę haseł w systemie komputerowym
1;inne â praw medyczne;prawo medyczne;czy klientka chcąc przyjąć na terapię dziecko w gabinecie psychologicznym powinna ona na własną rękę uzyskać zgodę ojca leczenie
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka dokonując zmian w dokumentacji medycznej poprzednich pacjentów będzie mogła posługiwać się pieczątką nowo powstałej grupowej praktyki
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka jako farmaceuta może sama sporządzić opis techniczny apteki ogólnodostępnej czy klientka potrzebuje odrębnej opinii od państwowej inspekcji sanitarnej oraz rzeczoznawcy od zabezpieczeń przeciwpożarowych skoro takie opinie zostały wydane w stosunku do całego budynku
1;covid;prawo medyczne;czy klientka jako farmaceutka jest zwolniona z kwarantanny w przypadku gdy osoba z którą zamieszkuje przebywa w izolacji w warunkach domowych
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka jako kierownik apteki ma obowiązek obsłużyć pacjenta w aptece który nie zasłania ust i nosa czy klientce grozi kara w przypadku nieobsłużenia pacjenta o którym mowa powyżej czy klientka obsługująca pacjenta za zasłoną ma obowiązek noszenia maseczki
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jako kierownik podmiotu leczniczego powinna dodatkowo poinformować pacjentkę o odmowie udzielenia świadczeń czy obowiązek ten leżał po stronie lekarza jak należy zachować się obecnie w związku z ponownym zgłoszeniem się pacjentki do podmiotu
1;podatki poĺrednie;prawo podatkowe;czy klientka jako lekarz po  rż podlega obowiązkowi wprowadzeniu elektronicznej kasy fiskalnej czy są wyjątki na mocy których zastosowanie będą miały inne terminy wprowadzenia kas
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jako lekarz rezydent może kwalifikować pacjentów do szczepień przeciwko covid
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jako lekarz rezydent pediatrii może pracować na sor czy klientka może pełnić dyżury na sor samodzielnie czy jest możliwość skrócenia okresu wypowiedzenia umowy rezydenckiej w przypadku wypowiedzenia umowy przez klientkę
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jako lekarz rezydent pediatrii może zostać zobowiązana przez pracodawcę do pełnienia dyżurów na oddziale noworodkowym
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jako lekarz stażysta ma możliwość kwalifikowania do szczepień przeciwko covid poza jednostką w której odbywa staż podyplomowy
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jako lekarz stażysta stomatolog mogła zostać zobowiązana do pomocy przy szczepieniach w ramach stażu
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jako lekarz z zawieszonym prawem wykonywania zawodu może pracować jako asystent medyczny przy kwalifikowaniu do szczepień
1;inne  praw farmaceutyczne;prawo farmaceutyczne;czy klientka jako magister farmacji może zamawiać do gabinetu kosmetologicznego leki z hurtowni farmaceutycznej na podstawie zapotrzebowania wystawionego przez lekarza
1;covid;prawo medyczne;czy klientka jako osoba starsza powyżej  rż musi posiadać eskierowanie na szczepienie przeciwko covid
1;rzeczowe;prawo cywilne;czy klientka jako właścicielka mieszkania może domagać się odszkodowania z tego tytułu że nie może od dwóch lat korzystać z balkonu czy roszczenie odszkodowawcze należy skierować do zarządu czy do wspólnoty
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka jest obowiązana do fizycznego nadzoru nad pracą lekarza ubiegającego się oprzyznanie prawa wykonywania zawodu czy osoba nadzorująca musi mieć taką samą specjalizację którą ma lekarz ubiegający się oprzyznanie prawa wykonywania zawodu jak kształtuje się odpowiedzialność klientki w zakresie nadzoru nad pracą lekarza ubiegającego się o przyznanie prawa wykonywania zawodu
1;prawo cywilne procesowe;prawo cywilne;czy klientka jest obowiązany do osobistego stawienia się w sądzie
1;podatki poĺrednie;prawo podatkowe;czy klientka jest w obowiązku wprowadzenia elektronicznej kasy fiskalnej
1;inne â praw medyczne;prawo medyczne;czy klientka jest w obowiązku wprowadzenia elektronicznej kasy fiskalnej online w niepublicznym zakładzie opieki zdrowotnej daje jako nzoz
1;ustawa o systemie informacji w ochronie zdrowia;prawo medyczne;czy klientka jest zobowiązana do prowadzenia dokumentacji w formie elektronicznej
1;inne â praw medyczne;prawo medyczne;czy klientka jest zobowiązana do zapłaty kwoty żądanej przez narodowy fundusz zdrowia
1;inne â praw medyczne;prawo medyczne;czy klientka jest zobowiązana do zapłaty kwoty żądanej przez narodowy fundusz zdrowia czy wpływ na powyższy obowiązek ma fakt iż klientka jest w ciąży
1;inne â praw medyczne;prawo medyczne;czy klientka jest zobowiązana podać dane wskazane w rozporządzeniu ministra zdrowia zmieniającym rozporządzenie w sprawie ogólnych warunków umów o udzielanie świadczeń opieki zdrowotnej z dnia  lipca  r
1;ustawa prawo farmaceutyczne;prawo farmaceutyczne;czy klientka jeżeli posiada nową książkę kontroli w aptece to czy musi wypełnić do końca książkę starą czy może ją wyrejestrować i korzystać już z nowej
1;inne â praw medyczne;prawo medyczne;czy klientka która jest psychologiem psychoterapeutą może zostać zwolniona z tajemnicy zawodowej przez sąd w postępowaniu cywilnym
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka która jest psychoterapeutą może zostać zwolniona z tajemnicy zawodowej przez sąd w postępowaniu cywilnym
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka która jest psychoterapeutą może zostać zwolniona z tajemnicy zawodowej przez sąd w postępowaniu cywilnym czy istnieje możliwość nieujawnienia adresu zamieszkania klientki podczas rozprawy
1;covid;prawo medyczne;czy klientka która jest zatrudniona na podstawie umowy cywilnoprawnej może zostać skierowana przez wojewodę do pracy przy zwalczaniu epidemii czy klientka może zostać oddelegowana do pracy przy zwalczaniu epidemii do innego podmiotu przez swojego zleceniodawcę
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka która robi specjalizację z pediatrii może zostać zmuszona do samodzielnych dyżurów na oddziale internistycznym
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka lekarz rezydent może w trakcie urlopu wychowawczego zatrudnić sięw gabinecie swojego małżonka prowadzącego indywidualną praktykę lekarską na innej podstawie aniżeli umowa o pracę
1;covid;prawo medyczne;czy klientka lekarz w przypadku powzięcia informacji że miała kontakt z pacjentem u którego zachodzi podejrzenie zachorowania na koronawirusa powinna zachować się w określony sposób
1;rzeczowe;prawo cywilne;czy klientka ma możliwość odwołania się od uchwały wspólnoty mieszkaniowej
1;prawo administracyjne materialne;prawo administracyjne;czy klientka ma możliwość zwrócenia zakupionej w sklepie internetowym torby na laptopa
1;podatki poĺrednie;prawo podatkowe;czy klientka ma obowiązek dokonania wpisu do centralnego rejestru podmiotów akcyzowych dalej crpa w związku z nowelizacją ustawy o podatku akcyzowym
1;ustawa kodeks pracy;prawo pracy;czy klientka ma obowiązek informowania pracodawcy o wiążących ją z innymi placówkami umowach cywilnoprawnych zlecenia
1;rzeczowe;prawo cywilne;czy klientka ma obowiązek korzystania z instalacji wody ciepłej
1;prawo cywilne procesowe;prawo cywilne;czy klientka ma obowiązek partycypowania w kosztach utrzymania nieruchomości która wchodzi w skład odziedziczonego spadku jak będzie wyglądał dział spadku jeżeli spadkobiercy nie mogą dojść do porozumienia czy zasadnym jest aby klientka udzieliła pełnomocnictwa do prowadzenia tej sprawy zawodowemu pełnomocnikowi
1;prawo administracyjne materialne;prawo administracyjne;czy klientka ma obowiązek pobierania od pacjentów zgody na przetwarzanie danych osobowych
1;covid;prawo medyczne;czy klientka ma obowiązek poddać się izolacji
1;ustawa kodeks pracy;prawo pracy;czy klientka ma obowiązek podpisać regulamin miejsca pracy czy klientka będzie zobowiązana do przestrzegania regulaminu miejsca pracy nawet jeżeli go nie podpisze
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka ma obowiązek podpisać rzeczony aneks
1;inne  praw podatkowe;prawo podatkowe;czy klientka ma obowiązek posiadania kasy fiskalnej
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka ma obowiązek precyzyjnego uzupełnienia aktu zgonu np jego daty i przyczyn zgonu jeżeli zmarła nie była bezpośrednią pacjentką klientki
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka ma obowiązek udostępnić dokumentację medyczną w związku z otrzymanym wnioskiem ubezpieczyciela
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka ma obowiązek udostępnić pacjentce dokumentację medyczną która zapisana jest na płycie jakie dokumenty klientka powinna przygotować na rozmowę z pacjentką
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka ma obowiązek udzielania informacji synowi pacjenta o stanie zdrowia pacjenta w czasie gdy nie przebywa on w szpitalu pomiędzy hospitalizacjami czy na nowej zgodzie na leczenie należy odnotować że jest ona udzielona ponownie
1;rzeczowe;prawo cywilne;czy klientka ma obowiązek udzielić informacji zarządowi wspólnoty mieszkaniowej
1;rzeczowe;prawo cywilne;czy klientka ma obowiązek ujawniać kupującym cenę za którą nabyła mieszkanie
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka ma obowiązek wydania dokumentacji medycznej w przypadku prośby wysłanej mailowo lub przekazanej telefonicznie jakie są procedury udostępniania dokumentacji medycznej w podmiocie leczniczym
1;ustawa kodeks pracy;prawo pracy;czy klientka ma obowiązek wykonać polecenie pracodawcy czy zakres polisy oc którą posiada klientka pokrywa także badanie pacjentów skierowanych przez policję czy osoby współpracujące z podmiotem leczniczym na podstawie umów cywilnoprawnych również mogą zostać zmuszeni do badania pacjentów skierowanych przez policję
-1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka ma obowiązek wykonania polecenia pracodawcy
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka ma obowiązek wykonania polecenia pracy na sorze w jaki sposób klientka powinna postąpić aby uchronić się przed oddelegowaniem w przypadku gdy nie uważa się za osobę kompetentną do pracy na danym stanowisku
1;covid;prawo medyczne;czy klientka ma obowiązek wykonania testu na covid we własnym zakresie aby umożliwić sobie rozpoczęcie stażu kierunkowego w zewnętrznej jednostce
1;ustawa kodeks pracy;prawo pracy;czy klientka ma obowiązek wykonywać wskazane szczepienia
1;podatki poĺrednie;prawo podatkowe;czy klientka ma obowiązek wymiany kasy fiskalnej na kasę fiskalną online w niepublicznym zakładzie opieki zdrowotnej dalej jako nzoz
1;podatki poĺrednie;prawo podatkowe;czy klientka ma obowiązek wystawić w aptece fakturę na żądanie pacjenta na podstawie paragonu ile czasu ma klientka na wystawienie faktury na podstawie paragonu
-1;prawo administracyjne materialne;prawo administracyjne;czy klientka ma obowiązek zastosować się do żądania
1;weryfikacja dokumentu;odpowiedzi niestandardowe;czy klientka ma obowiązek zastosowania się do wezwania w terminie  dni jeżeli tak to czy klientka powinna przesłać do sądu kopie czy oryginały dokumentacji medycznej
-1;podatki poĺrednie;prawo podatkowe;czy klientka ma obowiązek zgłosić aptekę do centralnego rejestru podmiotów akcyzowych
-1;prawo karne materialne;prawo karne;czy klientka ma obowiązek zwrócenia pieniędzy rejestratorce
1;ustawa o zawodach lekarza i lekarza dentysty;prawo medyczne;czy klientka ma prawo odmówić podpisana historii leczenia pacjentki jeżeli nie jest pewna oraz nie ma możliwości tego zweryfikowania czy klientka ma obowiązek podpisać dokumentację medyczną ze wsteczną datą która nie spełnia norma prawnych czy pracodawca może przenieść odpowiedzialność za błąd medyczny na klientkę
1;ustawa kodeks pracy;prawo pracy;czy klientka ma prawo odmówić pracy argumentując to okolicznością pracy na innym oddziale
1;prawo administracyjne materialne;prawo administracyjne;czy klientka ma prawo spisać numer dowodu osobistego pacjenta w celu sporządzenia dokumentacji medycznej
-1;covid;prawo medyczne;czy klientka ma prawo wystąpić o dofinansowanie wynagrodzeń
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka ma prawo żądać od swojej pacjentki u której podejrzewa żółtaczkę pełnego pakietu badań w kierunku chorób zakaźnych
1;inne â praw medyczne;prawo medyczne;czy klientka mogła korzystać z zasiłku opiekuńczego w okresie gdy mąż klientki zawiesił prowadzenie działalności gospodarczej czy klientka mogła korzystać z zasiłku opiekuńczego w dniu w którym odbywała wieczorny dyżur czy klientka powinna podjąć jakieś kroki w związku z zaistniałą sytuacją
1;ustawa o prawach pacjenta i rzeczniku praw pacjenta;prawo medyczne;czy klientka mogła wprowadzić taką procedurę i czy może ją utrzymać po odwołaniu epidemii
